,Name,Address,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,Explanation,Min_Price($),Max_Price($)
3072,Auberge Pom'Poire,"21 route de Vallères, Azay-le-Rideau, 37190, France",Azay-le-Rideau,42.0,98.0,EUR,Modern Cuisine,0.4450558,47.2830529,33247458300,https://guide.michelin.com/en/centre-val-de-loire/azay-le-rideau/restaurant/auberge-pom-poire,https://www.aubergepompoire.fr/,1 MICHELIN Star,Very good cooking in its category,49.686,115.93400000000001
3073,Ambroisie,"64 route du Lac, Saint-Didier-de-la-Tour, 38110, France",Saint-Didier-de-la-Tour,78.0,140.0,EUR,Modern Cuisine,5.4875038,45.560381,33474972553,https://guide.michelin.com/en/auvergne-rhone-alpes/saint-didier-de-la-tour/restaurant/ambroisie,https://www.restaurant-ambroisie.fr/,1 MICHELIN Star,Very good cooking in its category,92.274,165.62
3074,Auberge du Pont d'Acigné,"Lieu-dit Pont-d'Acigné, Noyal-sur-Vilaine, 35530, France",Noyal-sur-Vilaine,40.0,115.0,EUR,Modern Cuisine,-1.5346294,48.1305627,33299625255,https://guide.michelin.com/en/bretagne/noyal-sur-vilaine/restaurant/auberge-du-pont-d-acigne,https://www.auberge-du-pont-dacigne.com/,1 MICHELIN Star,Very good cooking in its category,47.32,136.04500000000002
3075,Le St-Placide,"6 place du Poncel, St-Servan-sur-Mer, Saint-Malo, 35400, France",Saint-Malo,55.0,120.0,EUR,Creative,-2.010532,48.6296543,33299817073,https://guide.michelin.com/en/bretagne/saint-malo/restaurant/le-st-placide,https://www.st-placide.com/,1 MICHELIN Star,Very good cooking in its category,65.065,141.96
3076,Les Hautes Roches,"86 quai de la Loire, Rochecorbon, 37210, France",Rochecorbon,76.0,135.0,EUR,"Classic Cuisine, Modern Cuisine",0.7746065,47.4103269,33247528888,https://guide.michelin.com/en/centre-val-de-loire/rochecorbon/restaurant/les-hautes-roches,https://www.leshautesroches.com/,1 MICHELIN Star,Very good cooking in its category,89.908,159.705
3077,Le Clocher des Pères,"Le Mollard, 80 impasse du Four, Saint-Martin-sur-la-Chambre, 73130, France",Saint-Martin-sur-la-Chambre,75.0,90.0,EUR,Creative,6.3168158,45.3664596,33479599806,https://guide.michelin.com/en/auvergne-rhone-alpes/saint-martin-sur-la-chambre/restaurant/le-clocher-des-peres,http://www.leclocherdesperes.com/,1 MICHELIN Star,Very good cooking in its category,88.72500000000001,106.47
3078,La Galinette,"23 rue Jean-Payra, Perpignan, 66000, France",Perpignan,28.0,65.0,EUR,Creative,2.8932762,42.7025096,33468350090,https://guide.michelin.com/en/occitanie/perpignan/restaurant/la-galinette,https://www.restaurant-galinette.com/,1 MICHELIN Star,Very good cooking in its category,33.124,76.89500000000001
3079,Neige d'Été,"12 rue de l'Amiral-Roussin, Paris, 75015, France",Paris,65.0,110.0,EUR,Modern Cuisine,2.2991171,48.845352,33142736666,https://guide.michelin.com/en/ile-de-france/paris/restaurant/neige-d-ete,https://www.neigedete.fr/,1 MICHELIN Star,Very good cooking in its category,76.89500000000001,130.13
3081,La Chassagnette,"Route du Sambuc, Le Sambuc, 13200, France",Le Sambuc,70.0,115.0,EUR,Creative,4.667878,43.568752,33490972696,https://guide.michelin.com/en/provence-alpes-cote-dazur/le-sambuc/restaurant/la-chassagnette,https://www.chassagnette.fr/,1 MICHELIN Star,Very good cooking in its category,82.81,136.04500000000002
3082,Virtus,"29 rue de Cotte, Paris, 75012, France",Paris,39.0,165.0,EUR,Modern Cuisine,2.3780547,48.8501479,33980680808,https://guide.michelin.com/en/ile-de-france/paris/restaurant/virtus,https://www.virtus-paris.com/,1 MICHELIN Star,Very good cooking in its category,46.137,195.19500000000002
3083,Auberge Frankenbourg,"13 rue du Général-de-Gaulle, La Vancelle, 67730, France",La Vancelle,45.0,100.0,EUR,Modern Cuisine,7.3025827,48.2835117,33388579390,https://guide.michelin.com/en/grand-est/la-vancelle/restaurant/auberge-frankenbourg,https://www.frankenbourg.com/,1 MICHELIN Star,Very good cooking in its category,53.235,118.30000000000001
3084,Louroc - Hôtel du Cap-Eden-Roc,"Boulevard JF-Kennedy, au Cap d'Antibes, Antibes, 06160, France",Antibes,220.0,240.0,EUR,Modern Cuisine,7.1216544,43.5483167,33493613901,https://guide.michelin.com/en/provence-alpes-cote-dazur/antibes/restaurant/louroc,https://www.hotel-du-cap-eden-roc.com/,1 MICHELIN Star,Very good cooking in its category,260.26,283.92
3085,La Vieille Tour,"75 rue de la Tour, Plérin, 22190, France",Plérin,34.0,90.0,EUR,Modern Cuisine,-2.7261477,48.5307941,33296331030,https://guide.michelin.com/en/bretagne/plerin/restaurant/la-vieille-tour7741,https://www.la-vieille-tour.com/,1 MICHELIN Star,Very good cooking in its category,40.222,106.47
3086,La Madeleine,"35 quai Boffrand, Sens, 89100, France",Sens,50.0,136.0,EUR,Modern Cuisine,3.27418,48.19589,33386650931,https://guide.michelin.com/en/bourgogne-franche-comte/sens/restaurant/la-madeleine,https://www.restaurant-lamadeleine.fr/,1 MICHELIN Star,Very good cooking in its category,59.150000000000006,160.888
3087,Faventia,"3100 route de Bagnols-en-Forêt, Tourrettes, 83440, France",Tourrettes,140.0,190.0,EUR,Modern Cuisine,6.7319345,43.590664,33494399000,https://guide.michelin.com/en/provence-alpes-cote-dazur/tourrettes/restaurant/faventia,https://www.terre-blanche.com/,1 MICHELIN Star,Very good cooking in its category,165.62,224.77
3088,La Passagère - Hôtel Belles Rives,"33 boulevard Édouard-Baudoin, Juan-les-Pins, 06160, France",Juan-les-Pins,135.0,185.0,EUR,Creative,7.115675,43.56555,33493610279,https://guide.michelin.com/en/provence-alpes-cote-dazur/juan-les-pins/restaurant/la-passagere,https://www.bellesrives.com/,1 MICHELIN Star,Very good cooking in its category,159.705,218.85500000000002
3089,Le Pourquoi Pas - Hôtel Castelbrac,"17 avenue George-V, Dinard, 35800, France",Dinard,70.0,110.0,EUR,Modern Cuisine,-2.0490902,48.6344213,33299803000,https://guide.michelin.com/en/bretagne/dinard/restaurant/le-pourquoi-pas,https://www.castelbrac.com/,1 MICHELIN Star,Very good cooking in its category,82.81,130.13
3090,La Table d'à Côté,"200 allée des Quatre-Vents, Ardon, 45160, France",Ardon,35.0,104.0,EUR,"Modern Cuisine, Creative",1.9124177,47.8220926,33238614807,https://guide.michelin.com/en/centre-val-de-loire/ardon/restaurant/la-table-d-a-cote,https://www.latabledacote.fr/,1 MICHELIN Star,Very good cooking in its category,41.405,123.03200000000001
3091,La Cachette,"20 rue Notre-Dame de Soyons, Valence, 26000, France",Valence,65.0,130.0,EUR,Creative,4.886606,44.9323444,33475552413,https://guide.michelin.com/en/auvergne-rhone-alpes/valence/restaurant/la-cachette,https://www.lacachette-valence.fr/,1 MICHELIN Star,Very good cooking in its category,76.89500000000001,153.79000000000002
3092,Relais Louis XIII,"8 rue des Grands-Augustins, Paris, 75006, France",Paris,70.0,160.0,EUR,Classic Cuisine,2.3408499,48.8546356,33143267596,https://guide.michelin.com/en/ile-de-france/paris/restaurant/relais-louis-xiii,http://www.relaislouis13.com/,1 MICHELIN Star,Very good cooking in its category,82.81,189.28
3093,Les Tables de Gaspard,"Rue Principale, Saint-Crépin, 05600, France",Saint-Crépin,38.0,77.0,EUR,"Modern Cuisine, Market Cuisine",6.6078486,44.7067072,33492248528,https://guide.michelin.com/en/provence-alpes-cote-dazur/saint-crpin/restaurant/les-tables-de-gaspard,http://www.lestablesdegaspard.com/,1 MICHELIN Star,Very good cooking in its category,44.954,91.09100000000001
3094,Le Saint-Martin,"2490 avenue des Templiers, Vence, 06140, France",Vence,68.0,130.0,EUR,"Modern Cuisine, Mediterranean Cuisine",7.1066248,43.7316508,33493580202,https://guide.michelin.com/en/provence-alpes-cote-dazur/vence/restaurant/le-saint-martin,https://www.chateau-st-martin.com/,1 MICHELIN Star,Very good cooking in its category,80.444,153.79000000000002
3095,Akrame,"7 rue Tronchet, Paris, 75008, France",Paris,75.0,180.0,EUR,Creative,2.3252971,48.8714069,33140671116,https://guide.michelin.com/en/ile-de-france/paris/restaurant/akrame507272,https://www.akrame.com/,1 MICHELIN Star,Very good cooking in its category,88.72500000000001,212.94
3096,Léa Linster,"17 route de Luxembourg, Frisange, 5752, Luxembourg",Frisange,139.0,165.0,EUR,Modern French,6.187337,49.51803,35223668411,https://guide.michelin.com/en/luxembourg/frisange/restaurant/lea-linster,https://www.lealinster.lu/,1 MICHELIN Star,Very good cooking in its category,164.437,195.19500000000002
3097,Mosconi,"13 rue Münster, 2160, Luxembourg",Luxembourg,55.0,150.0,EUR,Italian,6.1357961,49.6089476,352546994,https://guide.michelin.com/en/luxembourg/luxembourg/restaurant/mosconi,http://www.mosconi.lu/,1 MICHELIN Star,Very good cooking in its category,65.065,177.45000000000002
3098,La Distillerie,"8 rue du Château, Bourglinster, 6162, Luxembourg",Bourglinster,145.0,145.0,EUR,Creative,6.216315,49.7025385,3527878781,https://guide.michelin.com/en/grevenmacher/bourglinster/restaurant/la-distillerie,https://www.bourglinster.lu/,1 MICHELIN Star,Very good cooking in its category,171.535,171.535
3099,La Cristallerie,"18 place d'Armes, 1136, Luxembourg",Luxembourg,58.0,178.0,EUR,Modern French,6.1288929,49.611487,352274737421,https://guide.michelin.com/en/luxembourg/luxembourg/restaurant/la-cristallerie,https://www.la-cristallerie.com/,1 MICHELIN Star,Very good cooking in its category,68.614,210.574
3100,Fani,"51 Grand Rue, Roeser, 3394, Luxembourg",Roeser,58.0,180.0,EUR,Italian,6.1445134,49.5398974,35226650660,https://guide.michelin.com/en/luxembourg/roeser/restaurant/fani,https://www.fani.lu/,1 MICHELIN Star,Very good cooking in its category,68.614,212.94
3101,Clairefontaine,"9 place de Clairefontaine, 1341, Luxembourg",Luxembourg,59.0,105.0,EUR,Creative French,6.1334169,49.609734,352462211,https://guide.michelin.com/en/luxembourg/luxembourg/restaurant/clairefontaine,https://www.restaurantclairefontaine.lu/,1 MICHELIN Star,Very good cooking in its category,69.797,124.215
3102,Guillou Campagne,"17 rue de la Résistance, Schouweiler, 4996, Luxembourg",Schouweiler,39.0,100.0,EUR,Classic French,5.9556437,49.5804978,352370008,https://guide.michelin.com/en/luxembourg/schouweiler/restaurant/guillou-campagne,https://www.guilloucampagne.lu/,1 MICHELIN Star,Very good cooking in its category,46.137,118.30000000000001
3103,Les Jardins d'Anaïs,"2 place Sainte Cunégonde, 1367, Luxembourg",Luxembourg,59.0,159.0,EUR,Modern French,6.1428142,49.6149252,35228998000,https://guide.michelin.com/en/luxembourg/luxembourg/restaurant/les-jardins-d-anais,https://www.jardinsdanais.lu/,1 MICHELIN Star,Very good cooking in its category,69.797,188.097
3104,Le Comptoir de Marie,"rue d'Enghien 8, Mons, 7000, Belgium",Mons,30.0,75.0,EUR,Spanish,3.951299,50.4545069,3265872949,https://guide.michelin.com/en/hainaut/mons/restaurant/le-comptoir-de-marie,https://www.lecomptoirdemarie.be/,1 MICHELIN Star,Very good cooking in its category,35.49,88.72500000000001
3105,The Butcher's son,"Boomgaardstraat 1, Antwerpen, 2018, Belgium",Antwerpen,68.0,94.0,EUR,"Traditional Cuisine, Meats and Grills",4.4157849,51.1994236,3232301638,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/the-butcher-s-son,https://www.thebutchersson.be/,1 MICHELIN Star,Very good cooking in its category,80.444,111.202
3107,San Daniele,"avenue Charles-Quint 6, Ganshoren, 1083, Belgium",Ganshoren,55.0,140.0,EUR,Italian,4.3133929,50.8682699,3224267923,https://guide.michelin.com/en/bruxelles-capitale/ganshoren/restaurant/san-daniele,https://www.san-daniele.be/,1 MICHELIN Star,Very good cooking in its category,65.065,165.62
3108,Libertine,"Oudenaardsesteenweg 32, Erpe, 9420, Belgium",Erpe,48.0,175.0,EUR,"French, Seasonal Cuisine",3.9900792,50.9408064,3253410268,https://guide.michelin.com/en/oost-vlaanderen/erpe/restaurant/libertine,https://www.restaurantlibertine.be/,1 MICHELIN Star,Very good cooking in its category,56.784000000000006,207.025
3109,L'Envie,"Helkijnstraat 38, Sint-Denijs, 8554, Belgium",Sint-Denijs,44.0,105.0,EUR,Modern French,3.3705692,50.7499139,3256221983,https://guide.michelin.com/en/west-vlaanderen/sint-denijs/restaurant/l-envie,https://www.lenvie-restaurant.be/,1 MICHELIN Star,Very good cooking in its category,52.052,124.215
3110,"Cuines,33","Smedenstraat 33, Knokke, 8300, Belgium",Knokke,58.0,125.0,EUR,Creative,3.2879658,51.3394371,3250606069,https://guide.michelin.com/en/west-vlaanderen/knokke/restaurant/cuines-33,https://www.cuines33.be/,1 MICHELIN Star,Very good cooking in its category,68.614,147.875
3111,Aux petits oignons,"chaussée de Tirlemont 260, Jodoigne, 1370, Belgium",Jodoigne,37.0,88.0,EUR,Modern Cuisine,4.879794,50.7418915,3210760078,https://guide.michelin.com/en/brabant-wallon/jodoigne/restaurant/aux-petits-oignons,https://www.auxpetitsoignons.be/,1 MICHELIN Star,Very good cooking in its category,43.771,104.104
3112,Zet'Joe by Geert Van Hecke,"Langestraat 11, Brugge, 8000, Belgium",Brugge,73.0,147.0,EUR,Creative French,3.2321611,51.2097162,3250338259,https://guide.michelin.com/en/west-vlaanderen/brugge/restaurant/zet-joe-by-geert-van-hecke,https://www.zetjoe.be/,1 MICHELIN Star,Very good cooking in its category,86.35900000000001,173.901
3113,'t Korennaer,"Nieuwkerkenstraat 4, Nieuwkerken-Waas, 9100, Belgium",Nieuwkerken-Waas,55.0,125.0,EUR,Modern Cuisine,4.1781069,51.1929468,3237780845,https://guide.michelin.com/en/oost-vlaanderen/nieuwkerken-waas/restaurant/t-korennaer,https://www.korennaer.be/,1 MICHELIN Star,Very good cooking in its category,65.065,147.875
3114,Benoit en Bernard Dewitte,"Beertegemstraat 52, Ouwegem, 9750, Belgium",Ouwegem,77.0,117.0,EUR,Modern French,3.606346,50.9133244,3293845652,https://guide.michelin.com/en/oost-vlaanderen/ouwegem/restaurant/benoit-en-bernard-dewitte,https://www.benoitdewitte.be/,1 MICHELIN Star,Very good cooking in its category,91.09100000000001,138.411
3115,Philippe Fauchet,"rue de Warfée 62, Saint-Georges-sur-Meuse, 4470, Belgium",Saint-Georges-sur-Meuse,65.0,135.0,EUR,Creative,5.3712656,50.6096505,3242595939,https://guide.michelin.com/en/liege/saint-georges-sur-meuse/restaurant/philippe-fauchet,https://www.philippefauchet.be/,1 MICHELIN Star,Very good cooking in its category,76.89500000000001,159.705
3116,l'Essentiel,"rue Roger Clément 32, Temploux, 5020, Belgium",Temploux,39.0,94.0,EUR,Creative French,4.7387117,50.4754247,3281568616,https://guide.michelin.com/en/namur/temploux/restaurant/l-essentiel210192,https://www.lessentiel.be/,1 MICHELIN Star,Very good cooking in its category,46.137,111.202
3117,Bistrot du Nord,"Lange Dijkstraat 36, Antwerpen, 2060, Belgium",Antwerpen,145.0,145.0,EUR,Traditional Cuisine,4.418618,51.227654,3232334549,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/bistrot-du-nord,https://www.bistrotdunord.be/,1 MICHELIN Star,Very good cooking in its category,171.535,171.535
3118,Alain Bianchin,"Brusselsesteenweg 663, Overijse, 3090, Belgium",Overijse,48.0,160.0,EUR,"Modern French, Creative French",4.4819428,50.793583,3226576788,https://guide.michelin.com/en/vlaams-brabant/overijse/restaurant/alain-bianchin,https://www.alainbianchin.be/,1 MICHELIN Star,Very good cooking in its category,56.784000000000006,189.28
3119,EED,"Vaartstraat 14, Leuven, 3000, Belgium",Leuven,115.0,115.0,EUR,Modern Cuisine,4.7024848,50.880639,3216190614,https://guide.michelin.com/en/vlaams-brabant/leuven/restaurant/eed,https://www.eedleuven.be/,1 MICHELIN Star,Very good cooking in its category,136.04500000000002,136.04500000000002
3120,Hostellerie Le Prieuré Saint-Géry,"rue Lambot 9, Solre-Saint-Géry, 6500, Belgium",Solre-Saint-Géry,55.0,130.0,EUR,Creative,4.2434926,50.2176067,3271589700,https://guide.michelin.com/en/hainaut/solre-saint-gry/restaurant/hostellerie-le-prieure-saint-gery,https://www.prieurestgery.be/,1 MICHELIN Star,Very good cooking in its category,65.065,153.79000000000002
3121,Hofke van Bazel,"Koningin Astridplein 11, Bazel, 9150, Belgium",Bazel,48.0,124.0,EUR,"Market Cuisine, Seasonal Cuisine",4.3002815,51.1471664,3237441140,https://guide.michelin.com/en/oost-vlaanderen/bazel/restaurant/hofke-van-bazel,https://www.hofkevanbazel.be/,1 MICHELIN Star,Very good cooking in its category,56.784000000000006,146.692
3122,La Canne en Ville,"rue de la Réforme 22, Ixelles, 1050, Belgium",Ixelles,57.0,163.0,EUR,Market Cuisine,4.3561099,50.8204237,3223472926,https://guide.michelin.com/en/bruxelles-capitale/ixelles/restaurant/la-canne-en-ville,https://www.lacanneenville.be/,1 MICHELIN Star,Very good cooking in its category,67.431,192.829
3123,Vol-Ver,"Watervalstraat 23, Marke, 8510, Belgium",Marke,45.0,95.0,EUR,Traditional Cuisine,3.2351421,50.7970808,3256498592,https://guide.michelin.com/en/west-vlaanderen/marke/restaurant/vol-ver,https://www.vol-ver.be/,1 MICHELIN Star,Very good cooking in its category,53.235,112.385
3124,Sir Kwinten,"Markt 9a, Sint-Kwintens-Lennik, 1750, Belgium",Sint-Kwintens-Lennik,49.0,115.0,EUR,Modern Cuisine,4.1554453,50.8056605,3225828992,https://guide.michelin.com/en/vlaams-brabant/sint-kwintens-lennik/restaurant/sir-kwinten,https://www.sirkwinten.be/,1 MICHELIN Star,Very good cooking in its category,57.967000000000006,136.04500000000002
3125,Le Pré des Oréades,"avenue du Professeur Henrijean 143, Spa, 4900, Belgium",Spa,58.0,89.0,EUR,Classic French,5.8513194,50.4805268,3287771866,https://guide.michelin.com/en/liege/spa/restaurant/le-pre-des-oreades,https://www.lepredesoreades.be/,1 MICHELIN Star,Very good cooking in its category,68.614,105.287
3126,Le Cor de Chasse,"rue des Combattants 16, Wéris, 6940, Belgium",Wéris,45.0,105.0,EUR,Creative,5.52895,50.32426,3286211498,https://guide.michelin.com/en/be-luxembourg/wris/restaurant/le-cor-de-chasse,https://www.lecordechasse.be/,1 MICHELIN Star,Very good cooking in its category,53.235,124.215
3127,'t Overhamme,"Brusselsesteenweg 163, Aalst, 9300, Belgium",Aalst,55.0,95.0,EUR,Modern Cuisine,4.0662034,50.928478,3253778599,https://guide.michelin.com/en/oost-vlaanderen/aalst/restaurant/t-overhamme,https://www.toverhamme.be/,1 MICHELIN Star,Very good cooking in its category,65.065,112.385
3128,Michel,"Gossetlaan 31, Groot-Bijgaarden, 1702, Belgium",Groot-Bijgaarden,55.0,140.0,EUR,Modern French,4.2674168,50.8716705,3224666591,https://guide.michelin.com/en/vlaams-brabant/groot-bijgaarden/restaurant/michel209484,https://www.restaurant-michel.be/,1 MICHELIN Star,Very good cooking in its category,65.065,165.62
